"TAXA_ID","RANK_ID","RANK","TREE","NAME","FAMILY","GENUS","SPECIES","INFRASPECIES_RANK","INFRASPECIES","AUTHOR","ACCEPTED","DOUBTFUL_EXCLUDED_OR_OTHER","VOLUME_ID","VOLUME","VOLUME_REFERENCE","ABIF03_PNID","NSL_ID","NSL_INSTANCE_URI","CREATED_AT","CREATED_BY","UPDATED_AT","UPDATED_BY","URL_NAME"
603,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hemignosta","Acacia hemignosta","Mimosaceae","Acacia ","hemignosta","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41605,567138,"https://biodiversity.org.au/boa/instance/apni/567138",30/JUL/10,"FOA",,"","Acacia%20hemignosta"
604,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hemiteles","Acacia hemiteles","Mimosaceae","Acacia ","hemiteles","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41076,565079,"https://biodiversity.org.au/boa/instance/apni/565079",30/JUL/10,"FOA",,"","Acacia%20hemiteles"
605,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hemsleyi","Acacia hemsleyi","Mimosaceae","Acacia ","hemsleyi","","","Maiden","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41677,567210,"https://biodiversity.org.au/boa/instance/apni/567210",30/JUL/10,"FOA",,"","Acacia%20hemsleyi"
606,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hendersonii","Acacia hendersonii","Mimosaceae","Acacia ","hendersonii","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42059,605301,"https://biodiversity.org.au/boa/instance/apni/605301",30/JUL/10,"FOA",21/JUN/12,"brucem","Acacia%20hendersonii"
607,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. heterochroa","Acacia heterochroa","Mimosaceae","Acacia ","heterochroa","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41133,565160,"https://biodiversity.org.au/boa/instance/apni/565160",30/JUL/10,"FOA",,"","Acacia%20heterochroa"
608,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. heterochroa | subsp. heterochroa","Acacia heterochroa subsp. heterochroa","Mimosaceae","Acacia ","heterochroa ","subsp.","heterochroa","","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41134,565161,"https://biodiversity.org.au/boa/instance/apni/565161",30/JUL/10,"FOA",,"","Acacia%20heterochroa%20subsp.%20heterochroa"
609,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. heterochroa | subsp. robertii","Acacia heterochroa subsp. robertii","Mimosaceae","Acacia ","heterochroa ","subsp.","robertii","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41135,565162,"https://biodiversity.org.au/boa/instance/apni/565162",30/JUL/10,"FOA",,"","Acacia%20heterochroa%20subsp.%20robertii"
610,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. heteroclita","Acacia heteroclita","Mimosaceae","Acacia ","heteroclita","","","Meisn.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41463,566972,"https://biodiversity.org.au/boa/instance/apni/566972",30/JUL/10,"FOA",,"","Acacia%20heteroclita"
611,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. heteroclita | subsp. heteroclita","Acacia heteroclita subsp. heteroclita","Mimosaceae","Acacia ","heteroclita ","subsp.","heteroclita","","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41464,566973,"https://biodiversity.org.au/boa/instance/apni/566973",30/JUL/10,"FOA",,"","Acacia%20heteroclita%20subsp.%20heteroclita"
612,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. heteroclita | subsp. valida","Acacia heteroclita subsp. valida","Mimosaceae","Acacia ","heteroclita ","subsp.","valida","R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41465,566974,"https://biodiversity.org.au/boa/instance/apni/566974",30/JUL/10,"FOA",,"","Acacia%20heteroclita%20subsp.%20valida"
613,1,"sp."," fam. Mimosaceae | gen. Acacia | sp. heteromalla","Acacia heteromalla","Mimosaceae","Acacia ","heteromalla","","","Sweet ex Jacques","N","Y",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42120,567565,"https://biodiversity.org.au/boa/instance/apni/567565",30/JUL/10,"FOA",,"","Acacia%20heteromalla"
614,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. heteroneura","Acacia heteroneura","Mimosaceae","Acacia ","heteroneura","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41922,567432,"https://biodiversity.org.au/boa/instance/apni/567432",30/JUL/10,"FOA",,"","Acacia%20heteroneura"
615,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. heteroneura | var. heteroneura","Acacia heteroneura var. heteroneura","Mimosaceae","Acacia ","heteroneura ","var.","heteroneura","","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41923,567433,"https://biodiversity.org.au/boa/instance/apni/567433",30/JUL/10,"FOA",,"","Acacia%20heteroneura%20var.%20heteroneura"
616,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. heteroneura | var. jutsonii","Acacia heteroneura var. jutsonii","Mimosaceae","Acacia ","heteroneura ","var.","jutsonii","(Maiden) R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41924,567434,"https://biodiversity.org.au/boa/instance/apni/567434",30/JUL/10,"FOA",,"","Acacia%20heteroneura%20var.%20jutsonii"
617,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. heteroneura | var. petila","Acacia heteroneura var. petila","Mimosaceae","Acacia ","heteroneura ","var.","petila","R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41925,567435,"https://biodiversity.org.au/boa/instance/apni/567435",30/JUL/10,"FOA",,"","Acacia%20heteroneura%20var.%20petila"
618,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. heteroneura | var. prolixa","Acacia heteroneura var. prolixa","Mimosaceae","Acacia ","heteroneura ","var.","prolixa","R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41926,567436,"https://biodiversity.org.au/boa/instance/apni/567436",30/JUL/10,"FOA",,"","Acacia%20heteroneura%20var.%20prolixa"
619,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hexaneura","Acacia hexaneura","Mimosaceae","Acacia ","hexaneura","","","P.Lang & R.S.Cowan","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41489,567023,"https://biodiversity.org.au/boa/instance/apni/567023",30/JUL/10,"FOA",,"","Acacia%20hexaneura"
620,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hilliana","Acacia hilliana","Mimosaceae","Acacia ","hilliana","","","Maiden","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41730,567263,"https://biodiversity.org.au/boa/instance/apni/567263",30/JUL/10,"FOA",,"","Acacia%20hilliana"
621,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hippuroides","Acacia hippuroides","Mimosaceae","Acacia ","hippuroides","","","Heward ex Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41958,567462,"https://biodiversity.org.au/boa/instance/apni/567462",30/JUL/10,"FOA",,"","Acacia%20hippuroides"
622,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hispidula","Acacia hispidula","Mimosaceae","Acacia ","hispidula","","","(Sm.) Willd.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41143,565170,"https://biodiversity.org.au/boa/instance/apni/565170",30/JUL/10,"FOA",,"","Acacia%20hispidula"
623,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hockingsii","Acacia hockingsii","Mimosaceae","Acacia ","hockingsii","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41149,565175,"https://biodiversity.org.au/boa/instance/apni/565175",30/JUL/10,"FOA",,"","Acacia%20hockingsii"
624,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. holosericea","Acacia holosericea","Mimosaceae","Acacia ","holosericea","","","A.Cunn. ex G.Don","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41651,567190,"https://biodiversity.org.au/boa/instance/apni/567190",30/JUL/10,"FOA",,"","Acacia%20holosericea"
625,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. holotricha","Acacia holotricha","Mimosaceae","Acacia ","holotricha","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40915,564911,"https://biodiversity.org.au/boa/instance/apni/564911",30/JUL/10,"FOA",,"","Acacia%20holotricha"
626,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. homaloclada","Acacia homaloclada","Mimosaceae","Acacia ","homaloclada","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41593,567126,"https://biodiversity.org.au/boa/instance/apni/567126",30/JUL/10,"FOA",,"","Acacia%20homaloclada"
928,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. homalophylla","Acacia homalophylla","Mimosaceae","Acacia ","homalophylla","","","A.Cunn. ex Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41560,,"",30/JUL/10,"FOA",20/JUN/12,"brucem","Acacia%20homalophylla"
627,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hopperiana","Acacia hopperiana","Mimosaceae","Acacia ","hopperiana","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42060,605331,"https://biodiversity.org.au/boa/instance/apni/605331",30/JUL/10,"FOA",21/JUN/12,"brucem","Acacia%20hopperiana"
628,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. horridula","Acacia horridula","Mimosaceae","Acacia ","horridula","","","Meisn.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41228,565253,"https://biodiversity.org.au/boa/instance/apni/565253",30/JUL/10,"FOA",,"","Acacia%20horridula"
629,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. howittii","Acacia howittii","Mimosaceae","Acacia ","howittii","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41376,565480,"https://biodiversity.org.au/boa/instance/apni/565480",30/JUL/10,"FOA",,"","Acacia%20howittii"
630,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hubbardiana","Acacia hubbardiana","Mimosaceae","Acacia ","hubbardiana","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41022,565026,"https://biodiversity.org.au/boa/instance/apni/565026",30/JUL/10,"FOA",,"","Acacia%20hubbardiana"
631,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. huegelii","Acacia huegelii","Mimosaceae","Acacia ","huegelii","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41225,565250,"https://biodiversity.org.au/boa/instance/apni/565250",30/JUL/10,"FOA",,"","Acacia%20huegelii"
632,1,"sp."," fam. Mimosaceae | gen. Acacia | sp. huegelii glauca","Acacia huegelii glauca","Mimosaceae","Acacia ","huegelii glauca","","","Jacques","N","Y",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42121,,"",30/JUL/10,"FOA",,"","Acacia%20huegelii%20glauca"
633,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. humifusa","Acacia humifusa","Mimosaceae","Acacia ","humifusa","","","A.Cunn. ex Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41625,567165,"https://biodiversity.org.au/boa/instance/apni/567165",30/JUL/10,"FOA",,"","Acacia%20humifusa"
634,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hyaloneura","Acacia hyaloneura","Mimosaceae","Acacia ","hyaloneura","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41704,567237,"https://biodiversity.org.au/boa/instance/apni/567237",30/JUL/10,"FOA",,"","Acacia%20hyaloneura"
635,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hylonoma","Acacia hylonoma","Mimosaceae","Acacia ","hylonoma","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41591,567124,"https://biodiversity.org.au/boa/instance/apni/567124",30/JUL/10,"FOA",,"","Acacia%20hylonoma"
636,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hypermeces","Acacia hypermeces","Mimosaceae","Acacia ","hypermeces","","","A.S.George","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41970,567474,"https://biodiversity.org.au/boa/instance/apni/567474",30/JUL/10,"FOA",,"","Acacia%20hypermeces"
637,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hystrix","Acacia hystrix","Mimosaceae","Acacia ","hystrix","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41269,565293,"https://biodiversity.org.au/boa/instance/apni/565293",30/JUL/10,"FOA",,"","Acacia%20hystrix"
638,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hystrix | subsp. continua","Acacia hystrix subsp. continua","Mimosaceae","Acacia ","hystrix ","subsp.","continua","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41271,565295,"https://biodiversity.org.au/boa/instance/apni/565295",30/JUL/10,"FOA",,"","Acacia%20hystrix%20subsp.%20continua"
639,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. hystrix | subsp. hystrix","Acacia hystrix subsp. hystrix","Mimosaceae","Acacia ","hystrix ","subsp.","hystrix","","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41270,565294,"https://biodiversity.org.au/boa/instance/apni/565294",30/JUL/10,"FOA",,"","Acacia%20hystrix%20subsp.%20hystrix"
640,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. idiomorpha","Acacia idiomorpha","Mimosaceae","Acacia ","idiomorpha","","","A.Cunn. ex Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41208,565235,"https://biodiversity.org.au/boa/instance/apni/565235",30/JUL/10,"FOA",,"","Acacia%20idiomorpha"
641,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. imbricata","Acacia imbricata","Mimosaceae","Acacia ","imbricata","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41352,565458,"https://biodiversity.org.au/boa/instance/apni/565458",30/JUL/10,"FOA",,"","Acacia%20imbricata"
642,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. imitans","Acacia imitans","Mimosaceae","Acacia ","imitans","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41307,565330,"https://biodiversity.org.au/boa/instance/apni/565330",30/JUL/10,"FOA",,"","Acacia%20imitans"
643,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. imparilis","Acacia imparilis","Mimosaceae","Acacia ","imparilis","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41226,565251,"https://biodiversity.org.au/boa/instance/apni/565251",30/JUL/10,"FOA",,"","Acacia%20imparilis"
644,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. implexa","Acacia implexa","Mimosaceae","Acacia ","implexa","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41604,567137,"https://biodiversity.org.au/boa/instance/apni/567137",30/JUL/10,"FOA",,"","Acacia%20implexa"
645,19,"var."," fam. Mimosaceae | gen. Acacia | var. tortuosa","Acacia impressa var. tortuosa","Mimosaceae","Acacia ","","var.","tortuosa","Courtois","N","Y",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42122,567566,"https://biodiversity.org.au/boa/instance/apni/567566",30/JUL/10,"FOA",,"","Acacia%20impressa%20var.%20tortuosa"
